"Align_ID","Batch.A.01","Batch.A.02","Batch.A.03","Batch.A.04","Batch.A.05","Batch.A.06","Batch.A.07","Batch.A.08","Batch.A.09","Batch.A.10","Batch.A.11","Batch.A.12","Batch.A.13","Batch.A.14","Batch.A.15","mz","rt","Batch.B.01","Batch.B.02","Batch.B.03","Batch.B.04","Batch.B.05","Batch.B.06","Batch.B.07","Batch.B.08","Batch.B.09","Batch.B.10","Batch.B.11","Batch.B.12","Batch.B.13","Batch.B.14","Batch.B.15","mz","rt","Batch.C.01","Batch.C.02","Batch.C.03","Batch.C.04","Batch.C.05","Batch.C.06","Batch.C.07","Batch.C.08","Batch.C.09","Batch.C.10","Batch.C.11","Batch.C.12","Batch.C.13","Batch.C.14","Batch.C.15","mz","rt"
"Align_317","653.5339373","349.3466697","430.6583177","372.4157499","384.261906","340.7716683","343.4414914","833.7743421","403.244417","869.6583888","540.3076402","482.2342867","982.4208846","383.3454937","307.8690154","527.3907268","532.8269864","440.8708634","485.2905474","95.99190146","374.7052689","428.1586646","442.0636639","299.1472529","281.1067815","601.5137675","480.1549112","504.000893","1374.364427","485.1040346","979.5942591","556.9764512","527.3907268","532.8269864",466.5377717,591.8239743,384.4636375,740.6304703,305.6168788,284.6904143,544.141195,543.0761467,504.4002442,483.8788677,782.5356323,434.1835756,400.345178,307.5527302,248.394722,527.3907268,532.8269864
"Align_318","1335.397368","212.6917656","760.8925265","433.3511845","433.1906012","432.9342613","461.4776135","179.3126562","230.4857436","291.9136459","234.822761","220.4867877","985.1475917","180.5395665","177.8809071","451.0011984","41.28300094","620.4050206","491.5095316","301.2104304","1006.131331","721.5206175","391.8233267","689.3563696","235.8376001","339.0560368","200.3445494","129.1236619","474.9294662","141.717087","120.9835672","177.0462613","451.0011984","41.28300094",803.8450298,899.0876566,635.1366236,1123.780872,272.7274603,530.9897359,495.6714003,319.8812498,296.4276399,143.2573053,326.4874939,347.3265668,770.8775153,229.0901842,137.0262125,451.0011984,41.28300094
"Align_319","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","963.302019","1277.403752","1089.345687","1028.374944","1081.315841","1273.937498","1133.676979","1070.915942","1131.737698","969.074527","1115.909918","1051.477506","883.5601548","991.7014489","920.771915","208.9430654","582.7270141",1050.034191,1076.411069,1132.195898,1047.378724,1046.098603,1059.233277,1330.577003,1125.611155,1070.988031,1228.160502,891.6625311,944.1632261,1018.794953,1073.566456,1131.263567,208.9430654,582.7270141
"Align_320","1102.058692","511.000122","601.588685","524.2561196","709.6934383","511.5761907","532.8934572","331.9479464","246.5157615","263.1929813","293.2076745","262.3673969","559.10001","346.9870706","264.12649","428.9871006","38.64200003","796.2546089","461.5691845","420.7986598","575.081059","699.3808885","562.7151464","938.6516639","254.8585796","209.80231","256.4606139","304.7530138","330.3026481","174.3976871","337.8258502","304.6240989","428.9871006","38.64200003",589.8796385,862.2276504,664.0766096,1327.107847,689.8249321,623.1080857,578.2624674,407.6394687,358.8500396,310.1071632,377.4556864,293.4695851,304.0693239,291.0831503,211.8238806,428.9871006,38.64200003
"Align_321","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",655.6218618,1141.657249,665.0539014,1325.818958,835.5187563,546.8757429,648.5428407,594.3506464,407.442579,551.8839878,1082.123206,408.0124504,631.3533193,925.7610548,523.482134,244.0549989,28.05149949
"Align_322","1277.264327","362.9380886","626.3397269","301.9029678","890.4109098","365.7509643","286.1074965","212.2207153","384.7189673","257.7026704","239.1482119","411.1063369","481.9417104","339.791547","404.3006058","444.9429932","31.97799941","815.7648557","423.3545854","318.555506","397.3579477","553.2125535","857.7387223","1002.429964","261.0940357","385.9869066","177.0289247","346.5974495","362.1683913","123.2595874","319.143332","174.8159123","444.9429932","31.97799941",629.2868008,472.152455,600.3211101,790.7488013,498.5018698,524.2696903,699.4686426,501.6489953,357.2864253,361.6777685,321.2557335,369.7054195,443.076168,385.9827543,507.3040043,444.9429932,31.97799941
"Align_323","1214.335881","594.1317006","589.6701051","269.0968089","1276.05061","661.0578469","1094.751597","393.4894979","515.4689205","955.8995428","508.3127207","1270.590573","945.1073829","856.228845","602.3134521","560.1520589","170.2679987","742.7059133","951.2599239","786.0365861","1101.162654","1235.616701","997.2562279","542.4181536","736.5864526","379.9108252","955.5236576","1096.854885","789.5608709","666.6384665","639.322661","688.1240694","560.1520589","170.2679987",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_324","304.3253436","228.4923935","489.2025019","248.8501011","427.638673","245.7561895","96.04355352","605.4406616","433.5874891","622.7835423","406.8311439","449.1433924","760.7533108","395.9353661","72.28801848","610.1925478","542.9359814","341.055822","279.6638333","128.8722853","480.6901031","434.5466217","413.1102057","124.7042223","227.3144433","374.8999008","336.0087609","540.9731199","1262.385787","376.459471","713.3030088","425.2743795","610.1925478","542.9359814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_325","1150.328635","827.982874","1058.969524","817.4640122","953.1405719","858.2646272","804.2752804","523.5366191","991.5502693","428.0549704","503.8098408","1002.305362","512.1411284","854.1597773","725.0987939","505.3624015","533.7510228","970.6825583","1111.07154","382.3167957","932.0601424","1010.161852","1131.394497","1119.415099","720.3313768","1257.623879","1072.498047","1213.508028","449.1436512","724.2644619","511.357752","588.0328559","505.3624015","533.7510228",1067.540932,1137.87692,868.399561,546.8713188,815.3861799,664.9697179,1067.762141,961.7489222,997.1144504,1150.201668,423.3021041,943.6527571,957.4880581,713.397482,415.892641,505.3624015,533.7510228
"Align_326","426.5342751","427.713198","927.5873694","341.2576406","753.6773996","326.2329389","362.5554196","905.8354854","749.7111777","1089.653825","1030.513525","732.7521792","997.635596","795.9522067","371.4721727","651.8667107","563.1029776","562.0537702","450.0431773","123.7300998","788.6588559","750.706467","466.0026086","331.6928322","432.2549906","792.3090601","521.4500589","848.1002177","1180.07318","997.4735317","1257.397541","1173.55247","651.8667107","563.1029776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_327","1077.044539","1077.884247","1137.121464","1098.805454","1117.575762","1014.914629","1020.900649","599.8506338","1098.805317","685.0058192","724.9845092","980.9277671","643.7361405","1114.994764","1008.619903","463.3042772","527.4470172","1033.5041","1172.975332","817.0568231","966.1372909","1129.869164","1215.869742","1103.940615","1086.000828","1195.372699","1051.720368","1034.843681","680.9998357","736.1665449","804.5086498","834.720919","463.3042772","527.4470172",1186.97119,1246.846591,1124.363298,783.3186935,982.4558993,1054.065741,1230.610912,1172.025389,1069.938884,1094.392264,659.2818163,1032.727196,1007.178883,1079.956953,902.4397736,463.3042772,527.4470172
"Align_328","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","171.1410201","153.3175443","109.8732374","158.778493","110.1131353","168.3348007","136.7399761","211.4280581","310.6933951","102.9776929","280.0893269","200.6087028","241.868208","517.8491069","175.8933205","77.08551985","29.38450026",140.6142838,134.3306754,138.898804,138.9401034,93.70903672,116.3194757,174.9873137,107.4728131,120.3285497,239.2500063,1245.761677,151.3487967,229.5456227,182.1415547,135.0842712,77.08551985,29.38450026
"Align_329","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","762.2342625","839.3520148","961.0151416","1018.87713","1008.891651","932.4860884","834.3132393","1002.229183","852.4647101","714.509782","1074.776416","1202.127329","923.3224464","1241.482997","902.920403","233.1898835","433.2339985",1064.267413,849.9225539,956.9939315,1061.656487,907.77632,944.8721821,936.1680791,1049.398223,1129.692244,1024.799103,1031.131629,1097.258871,1072.412025,960.3521953,1116.970653,233.1898835,433.2339985
"Align_330","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1013.518288,900.2886932,1082.830253,1226.083294,705.898988,758.2210644,943.7576714,1109.754727,962.532341,1051.519299,1225.701769,1048.088598,1073.268968,807.5736623,827.3215742,277.8804283,579.4439824
"Align_331","1123.646681","734.8574668","953.5950101","983.8847351","855.16159","583.5699703","849.7796422","376.9768394","461.4825142","291.9634224","482.7421288","437.0090811","761.7309687","289.7932261","443.7129199","405.0051888","39.70300035","905.9399939","790.2000328","924.7074777","1219.05578","662.2814467","884.2777622","697.5870986","408.132171","634.8355794","519.632234","355.4367754","459.1856244","172.7644029","384.2425629","259.8758317","405.0051888","39.70300035",1109.955032,973.0184778,873.2372531,1025.726277,842.7153777,870.1966336,1076.072443,738.4248821,513.2362427,821.3644374,779.1718495,452.0590889,774.3047169,274.3855677,1000.451127,405.0051888,39.70300035
"Align_332","179.4036474","173.8974193","424.2451899","183.0077613","368.9986454","236.9896139","226.1782186","728.9595955","414.2571337","463.7051287","296.0860163","480.1831603","816.4149874","390.1931348","169.2144881","721.4750017","555.2170116","247.2407689","168.9844985","171.7070057","492.7693012","487.4174423","235.4479731","208.7824607","149.3627726","234.539577","253.2807164","463.7104865","1206.653398","463.2603866","898.7161603","589.1152983","721.4750017","555.2170116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_333","343.783198","389.8154078","724.1524092","363.6824115","698.3365586","369.4771735","391.0582428","784.305226","596.5155106","935.0418508","998.9218859","718.230726","919.2857671","706.7256049","325.5579775","515.8920035","563.6140234","475.4571037","374.1370013","143.6499271","699.4085513","658.0197681","420.7383614","343.8740206","421.1597594","742.8819456","485.9659758","650.553674","1189.158183","927.3072721","976.0877742","1083.374853","515.8920035","563.6140234",770.6578943,694.8974657,728.1464315,1083.315683,360.2118756,341.5564719,394.8066964,770.4221829,764.2810541,728.9660418,888.0981118,625.425094,678.7377635,388.3954473,239.9822557,515.8920035,563.6140234
"Align_334","1108.095219","469.4301826","812.1958394","966.6214201","591.7201428","831.5028444","605.0960687","281.7419772","828.5352569","209.4169421","256.5956249","391.5749875","621.3241235","492.0322898","493.141698","372.9081469","35.20299969","924.9614282","1175.7296","954.5539894","408.3410763","949.3165496","676.8535772","329.3904097","584.0723857","445.8114102","498.3784862","262.6831142","282.7429371","179.9702335","319.1950359","292.8705935","372.9081469","35.20299969",550.9246294,529.6878914,459.154556,948.7904397,802.9037892,721.1412545,414.4217614,665.4732655,548.2909781,349.0096172,443.9600962,604.3257625,708.4340645,393.3328143,195.2709989,372.9081469,35.20299969
"Align_335","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","960.4877222","978.8701308","738.8692414","772.6411215","1030.001261","1003.552792","895.6828698","890.9641744","1125.785817","910.7098322","800.8267729","967.1211572","812.789364","621.121985","756.4557242","132.9634009","579.4325008",903.3968024,1174.896206,1104.583125,922.4485295,835.6517088,1001.106919,992.8432662,915.2035346,698.06231,959.3143129,644.1517369,631.101091,789.0038024,1032.555299,709.8346041,132.9634009,579.4325008
"Align_336","368.2929311","433.8781938","842.4672456","342.3970375","686.0943847","304.1266143","376.8641571","814.7046092","658.6568445","958.4816071","1130.027977","727.2557707","958.6226643","729.4345027","353.8991887","583.8794422","563.4264912","547.7200026","434.3124934","158.2955996","775.3574154","744.0083035","402.4990291","322.9486477","453.5871057","715.9747339","478.9366509","752.0568425","1165.390232","1010.569148","1079.58938","1149.430812","583.8794422","563.4264912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_337","247.8024044","194.2611057","535.3675559","187.4835015","403.1964833","179.1994217","181.9080369","665.468111","458.8619806","669.3260016","464.5905618","494.7696865","596.956347","376.914925","180.3825521","705.479118","562.7730007","198.5909476","289.8057035","141.9367447","537.8371711","457.4287322","307.7822082","173.4279384","191.9793951","294.9274075","248.116826","576.5888428","1164.896411","536.4765595","750.3352065","538.6026021","705.479118","562.7730007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_338","406.1755872","365.2077379","778.4444977","300.476956","694.2774193","306.8836001","364.3380014","800.7707011","609.7690388","987.910341","893.420455","872.6561586","977.4028729","735.9087842","326.0896446","719.8544924","562.8179913","516.45658","437.2110302","105.1100418","789.9505382","687.3600256","440.6404452","259.0889653","446.5246035","705.6529927","463.0081884","830.3407223","1140.28154","875.6419753","988.037199","1043.438098","719.8544924","562.8179913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_339","972.3801563","909.4742753","885.4969486","767.9800517","848.6712007","776.2632688","782.5518235","241.0060881","886.1224109","269.7711675","360.406964","758.6377482","110.5234262","854.2083432","874.5129444","443.3345203","474.8334954","838.4027877","942.7465134","917.4770973","842.5552988","896.3649057","1086.314194","821.8799327","976.1701243","982.6756542","841.931581","794.9262771","346.256756","503.8590175","351.3255087","493.0547225","443.3345203","474.8334954",817.1481711,969.7730179,878.5762765,360.7006286,799.7279034,926.3675438,999.370849,940.6847988,928.1311637,897.934327,225.7307649,788.0650296,801.7837529,862.7116573,855.7423046,443.3345203,474.8334954
"Align_340","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",664.5709373,325.4878664,664.3989739,623.4053591,1084.510556,403.5024881,519.3818211,529.1579631,572.2576945,341.9883738,335.7588359,375.0943586,593.9260481,307.6366992,378.8139954,290.9616211,34.98900035
"Align_341","349.1431047","299.5415227","266.9535321","194.4794289","258.7431845","315.253825","224.0739726","261.7476122","274.4953663","211.8279821","209.4200721","202.0263503","297.3263482","358.6930818","242.3228667","410.8812136","28.06100058","235.9740717","510.1763004","440.8651551","248.5448335","485.7749854","258.4926543","236.7438852","203.153406","212.7213705","245.6621843","206.363868","204.2334214","195.039182","326.3641687","297.4571474","410.8812136","28.06100058",185.701528,322.4842414,1078.918524,328.5136724,513.6535986,489.5222752,263.0437682,261.8628704,470.2005972,243.6031127,315.7204978,388.3294546,353.5895089,189.0374525,192.56841,410.8812136,28.06100058
"Align_342","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","501.7210693","802.2507833","1053.809875","608.7343808","708.9532695","848.7498481","747.9461414","790.9495594","556.4312558","581.5015033","640.1537001","642.9542791","340.3502083","384.6772709","358.35635","197.9163474","577.8105256",754.8504208,572.2152395,584.436516,366.1311254,812.2386916,745.5674985,817.3739553,599.4054155,779.3222271,541.2763862,347.7912538,648.932789,628.1655628,778.4730636,1022.32327,197.9163474,577.8105256
"Align_343","431.0165691","303.9042148","476.5258342","325.5969511","342.7427612","279.3386026","282.0369097","533.372023","419.6764748","561.219593","464.7473171","409.4567812","487.3383555","385.662531","283.4681203","521.4360462","531.7270128","332.9368718","345.5129692","96.49114078","417.5779348","471.109923","500.7409524","149.4339427","252.8460584","418.5957042","371.3493893","466.0048953","1045.774681","424.3799022","637.2699369","518.4064908","521.4360462","531.7270128",388.8879622,448.6472435,349.573905,485.1643023,275.0991714,247.1878673,410.1076314,442.2655001,499.0132863,396.0646206,544.3380456,515.8127176,661.4157931,284.4836019,83.99077813,521.4360462,531.7270128
"Align_344","525.3801915","416.0605809","281.5841018","305.6352625","429.4823145","397.9292654","271.1152091","439.728746","285.1200451","166.4006272","372.5164259","337.3695747","379.4787596","719.0909892","392.3917874","384.8712775","24.27500019","256.0957749","343.1648454","502.8371183","333.9517369","1023.784691","531.5632269","593.3301756","223.4897019","276.0772531","413.2030934","302.6335856","227.3551922","257.9919375","192.1187856","433.0924654","384.8712775","24.27500019",237.5475091,628.2539048,222.22679,304.097586,803.8309007,832.9725945,290.647978,260.3059403,240.5115858,497.0272844,286.1609124,198.6397966,243.8975005,276.4450333,449.7270018,384.8712775,24.27500019
